Name,Tags,Sector,Position,Company name,Conference Goals,Themes of Interest,Bio,Email,LinkedIn,Twitter,Avatar,First name,Last name,tagList,id,Cluster,Degree,InterclusterFraction,ClusterDiversity,ClusterBridging,ClusterArchetype,cluster_name,x,y
Mabelle Schinner,Cannabis|Peak Performance|New Hospitals|Artificial Intelligence|Sustainability|Community Engagement|Governance|Infrastructure|Crowdfunding|Blockchain|Investment|Impact Investing|Automation / Artificial Intelligence|Machine Learning|Business Models|Enterprise Technology|Social Networks / Influencers|Consumer Behaviour|Ethics|Design|Gamification|Exploration|Personal Development|Interfaces / Platforms|Plant Based|AgTech|Optimal Nutrition|Alcohol and other drugs,Startup,Transportation Inspector,Wisoky Group,Meet Investors|Meet Startups|Understand Government Policy|Explore new ways of working,Health|Money,,rberge@example.org,,,https://lorempixel.com/600/600/cats/?25055,Mabelle,Schinner,"['Cannabis', 'Peak Performance', 'New Hospitals', 'Artificial Intelligence', 'Sustainability', 'Community Engagement', 'Governance', 'Infrastructure', 'Crowdfunding', 'Blockchain', 'Investment', 'Impact Investing', 'Automation / Artificial Intelligence', 'Machine Learning', 'Business Models', 'Enterprise Technology', 'Social Networks / Influencers', 'Consumer Behaviour', 'Ethics', 'Design', 'Gamification', 'Exploration', 'Personal Development', 'Interfaces / Platforms', 'Plant Based', 'AgTech', 'Optimal Nutrition', 'Alcohol and other drugs']",20,Cluster_0,9,0.5555555555555556,1.0398961496510757,1.2910287160597533,-0.42348443501559135,"Policy, Personal Development, Plant Based, Sustainability, Crowdfunding",-17.529531478881836,9.398407936096191
Genoveva Waters,Cannabis|Functional Medicine|Personal Data / Electronic Medical Record|Artificial Intelligence|Sustainability|Community Engagement|Governance|Infrastructure|Company Structure|Sharing Economy|IPO / ICO|Impact Investing|Uncertainty / Accelerating Change|Skills and Capability Development|Smart Collaboration Technology|Remote Work|Purpose|Values-Based Leadership|Education|Social Networks / Influencers|eSports / Sport|Gamification|Personal Development|Interfaces / Platforms|AgTech|Supply Chain|Farming|Distribution,Established Business,Nursing Instructor,O'Kon Ltd,Meet Startups|Understand Government Policy|Explore new ways of working|Other,Cities|Culture,,fschaden@example.org,,,https://lorempixel.com/600/600/cats/?96720,Genoveva,Waters,"['Cannabis', 'Functional Medicine', 'Personal Data / Electronic Medical Record', 'Artificial Intelligence', 'Sustainability', 'Community Engagement', 'Governance', 'Infrastructure', 'Company Structure', 'Sharing Economy', 'IPO / ICO', 'Impact Investing', 'Uncertainty / Accelerating Change', 'Skills and Capability Development', 'Smart Collaboration Technology', 'Remote Work', 'Purpose', 'Values-Based Leadership', 'Education', 'Social Networks / Influencers', 'eSports / Sport', 'Gamification', 'Personal Development', 'Interfaces / Platforms', 'AgTech', 'Supply Chain', 'Farming', 'Distribution']",21,Cluster_3,4,0.0,-2.1564639136836954,-1.9778272499211331,2.7093538825907273,"eSports / Sport, Farming, Automation / Artificial Intelligence, Virtual Reality, Equity",0.9208258390426636,-17.95943832397461
Ken Stehr,Health Tech|Prevention|Artificial Intelligence|Internet of Things|Security|Governance|City Information Managment|Policy|Blockchain|Cryptocurrency|IPO / ICO|Impact Investing|Skills and Capability Development|Gender / Diversity|Remote Work|Augmented Decision Making|Values-Based Leadership|Education|Consumer Behaviour|Ethics|eSports / Sport|Engagement / Participation|Personal Development|Video Games|Farming|Optimal Nutrition|Vegetarian / Vegan|Alcohol and other drugs,Established Business,Teacher,Wolf Group,Meet Investors|Meet Startups|Explore new ways of working|Other,Cities|Culture,,ortiz.jett@example.net,,,https://lorempixel.com/600/600/cats/?71302,Ken,Stehr,"['Health Tech', 'Prevention', 'Artificial Intelligence', 'Internet of Things', 'Security', 'Governance', 'City Information Managment', 'Policy', 'Blockchain', 'Cryptocurrency', 'IPO / ICO', 'Impact Investing', 'Skills and Capability Development', 'Gender / Diversity', 'Remote Work', 'Augmented Decision Making', 'Values-Based Leadership', 'Education', 'Consumer Behaviour', 'Ethics', 'eSports / Sport', 'Engagement / Participation', 'Personal Development', 'Video Games', 'Farming', 'Optimal Nutrition', 'Vegetarian / Vegan', 'Alcohol and other drugs']",22,Cluster_2,6,0.5,0.8525481563345979,0.4308127194645045,-0.5139596158690568,"Alternative Health, Policy, Optimal Nutrition, Exploration, City Information Managment",9.679076194763184,-10.986945152282715
Bonnie Goldner,Peak Performance|Exercise |Functional Medicine|New Hospitals|Sustainability|Security|Community Engagement|Smart Cities|Equity|Investment|Trade|Impact Investing|Automation / Artificial Intelligence|Machine Learning|Entrepreneurship|Skills and Capability Development|Purpose|Ethics|Identity|Design|eSports / Sport|Exploration|Engagement / Participation|Video Games|Plant Based|Growth|Vegetarian / Vegan|Alcohol and other drugs,Other,Maintenance Worker,Labadie-Mueller,Meet Investors|Tell My Story|Improve my business|Explore new ways of working,Cities|Health,,whuels@example.com,,,https://lorempixel.com/600/600/cats/?30492,Bonnie,Goldner,"['Peak Performance', 'Exercise ', 'Functional Medicine', 'New Hospitals', 'Sustainability', 'Security', 'Community Engagement', 'Smart Cities', 'Equity', 'Investment', 'Trade', 'Impact Investing', 'Automation / Artificial Intelligence', 'Machine Learning', 'Entrepreneurship', 'Skills and Capability Development', 'Purpose', 'Ethics', 'Identity', 'Design', 'eSports / Sport', 'Exploration', 'Engagement / Participation', 'Video Games', 'Plant Based', 'Growth', 'Vegetarian / Vegan', 'Alcohol and other drugs']",23,Cluster_6,3,0.3333333333333333,-0.8951519296250524,-0.8922809820508677,-0.0385624983220594,"Plant Based, Entrepreneurship, Strategy / Leadership, Smart Cities, Vegetarian / Vegan",-20.89199447631836,3.398092031478882
Darron Collins,Exercise |Functional Medicine|New Hospitals|Virtual Reality|Governance|Infrastructure|Energy|Mobility / Transport|Investment|Sharing Economy|IPO / ICO|Impact Investing|Machine Learning|Gender / Diversity|Smart Collaboration Technology|Business Models|Purpose|Consumer Behaviour|Identity|Design|eSports / Sport|Gamification|Exploration|Engagement / Participation|Vitamins|Farming|Lab Grown Food|Alcohol and other drugs,Other,Etcher,"Tremblay, Luettgen and O'Hara",Tell My Story|Improve my business|Explore new ways of working|Other,Health|Money,,kutch.euna@example.org,,,https://lorempixel.com/600/600/cats/?49988,Darron,Collins,"['Exercise ', 'Functional Medicine', 'New Hospitals', 'Virtual Reality', 'Governance', 'Infrastructure', 'Energy', 'Mobility / Transport', 'Investment', 'Sharing Economy', 'IPO / ICO', 'Impact Investing', 'Machine Learning', 'Gender / Diversity', 'Smart Collaboration Technology', 'Business Models', 'Purpose', 'Consumer Behaviour', 'Identity', 'Design', 'eSports / Sport', 'Gamification', 'Exploration', 'Engagement / Participation', 'Vitamins', 'Farming', 'Lab Grown Food', 'Alcohol and other drugs']",24,Cluster_4,9,0.6666666666666666,1.146596964738359,2.1388412353446893,-1.0448979394435889,"IPO / ICO, Design, Gamification, Engagement / Participation, Smart Collaboration Technology",-1.3920903205871582,1.22308349609375
Karlie Kilback,Sports Tech|Functional Medicine|Personal Data / Electronic Medical Record|New Hospitals|Sustainability|Security|Governance|Smart Cities|Investment|Trade|Sharing Economy|Cryptocurrency|Skills and Capability Development|Gender / Diversity|Smart Collaboration Technology|Enterprise Technology|Purpose|Social Networks / Influencers|Consumer Behaviour|Ethics|Exploration|Engagement / Participation|Personal Development|Interfaces / Platforms|Vitamins|AgTech|Distribution|Alcohol and other drugs,Media,Marking Clerk,"Watsica, Koelpin and Kling",Meet Investors|Meet Startups|Understand Government Policy|Other,Cities|Work,,wilkinson.lilyan@example.com,,,https://lorempixel.com/600/600/cats/?88204,Karlie,Kilback,"['Sports Tech', 'Functional Medicine', 'Personal Data / Electronic Medical Record', 'New Hospitals', 'Sustainability', 'Security', 'Governance', 'Smart Cities', 'Investment', 'Trade', 'Sharing Economy', 'Cryptocurrency', 'Skills and Capability Development', 'Gender / Diversity', 'Smart Collaboration Technology', 'Enterprise Technology', 'Purpose', 'Social Networks / Influencers', 'Consumer Behaviour', 'Ethics', 'Exploration', 'Engagement / Participation', 'Personal Development', 'Interfaces / Platforms', 'Vitamins', 'AgTech', 'Distribution', 'Alcohol and other drugs']",25,Cluster_5,6,0.5,0.5400546159837036,0.41332228571413143,1.4194339095937076,"Vitamins, Engagement / Participation, Social Networks / Influencers, Alcohol and other drugs, Sharing Economy",-12.255274772644043,2.515446901321411
Jerome Christiansen,Cannabis|Functional Medicine|Prevention|Internet of Things|Security|Community Engagement|Mobility / Transport|Policy|Investment|Sharing Economy|IPO / ICO|Impact Investing|Culture / PeopleGeeks|Business Models|Enterprise Technology|Augmented Decision Making|Values-Based Leadership|Ethics|Identity|Art|eSports / Sport|Gamification|Exploration|Engagement / Participation|Growth|AgTech|Farming|Alcohol and other drugs,Established Business,Personal Home Care Aide,"Littel, Gusikowski and Friesen",Meet Investors|Meet Startups|Tell My Story|Improve my business,Health|Work,,west.coralie@example.org,,,https://lorempixel.com/600/600/cats/?86097,Jerome,Christiansen,"['Cannabis', 'Functional Medicine', 'Prevention', 'Internet of Things', 'Security', 'Community Engagement', 'Mobility / Transport', 'Policy', 'Investment', 'Sharing Economy', 'IPO / ICO', 'Impact Investing', 'Culture / PeopleGeeks', 'Business Models', 'Enterprise Technology', 'Augmented Decision Making', 'Values-Based Leadership', 'Ethics', 'Identity', 'Art', 'eSports / Sport', 'Gamification', 'Exploration', 'Engagement / Participation', 'Growth', 'AgTech', 'Farming', 'Alcohol and other drugs']",26,Cluster_4,13,0.38461538461538464,1.0894209975346099,0.2964598747282385,1.359565117897459,"IPO / ICO, Design, Gamification, Engagement / Participation, Smart Collaboration Technology",-4.308446407318115,-5.052855491638184
Friedrich Hane,Cannabis|Functional Medicine|Diagnosis|Virtual Reality|Security|Community Engagement|Governance|Energy|Venture Capital|Sharing Economy|Cryptocurrency|Impact Investing|Machine Learning|Remote Work|Enterprise Technology|Augmented Decision Making|Purpose|Ethics|Art|Design|eSports / Sport|Gamification|Exploration|Personal Development|Growth|Farming|Optimal Nutrition|Vegetarian / Vegan,Government,Private Sector Executive,Von-Wyman,Tell My Story|Improve my business|Explore new ways of working|Other,Food|Money,,prowe@example.org,,,https://lorempixel.com/600/600/cats/?88899,Friedrich,Hane,"['Cannabis', 'Functional Medicine', 'Diagnosis', 'Virtual Reality', 'Security', 'Community Engagement', 'Governance', 'Energy', 'Venture Capital', 'Sharing Economy', 'Cryptocurrency', 'Impact Investing', 'Machine Learning', 'Remote Work', 'Enterprise Technology', 'Augmented Decision Making', 'Purpose', 'Ethics', 'Art', 'Design', 'eSports / Sport', 'Gamification', 'Exploration', 'Personal Development', 'Growth', 'Farming', 'Optimal Nutrition', 'Vegetarian / Vegan']",27,Cluster_3,5,0.6,0.3738152340273524,0.9782967810068327,-0.7224611635466659,"eSports / Sport, Farming, Automation / Artificial Intelligence, Virtual Reality, Equity",2.456965446472168,-7.358062267303467
Tito Littel,Exercise |Health Tech|Functional Medicine|Prevention|Security|Smart Cities|Energy|City Information Managment|Crowdfunding|Company Structure|Investment|Trade|Machine Learning|Smart Collaboration Technology|Culture / PeopleGeeks|Enterprise Technology|Values-Based Leadership|Social Networks / Influencers|Ethics|Design|Gamification|Exploration|Interfaces / Platforms|Video Games|Functional Food|Growth|AgTech|Supply Chain,Startup,Compensation and Benefits Manager,Olson LLC,Meet Investors|Improve my business|Explore new ways of working|Other,Cities|Money,,murray.darrick@example.com,,,https://lorempixel.com/600/600/cats/?17100,Tito,Littel,"['Exercise ', 'Health Tech', 'Functional Medicine', 'Prevention', 'Security', 'Smart Cities', 'Energy', 'City Information Managment', 'Crowdfunding', 'Company Structure', 'Investment', 'Trade', 'Machine Learning', 'Smart Collaboration Technology', 'Culture / PeopleGeeks', 'Enterprise Technology', 'Values-Based Leadership', 'Social Networks / Influencers', 'Ethics', 'Design', 'Gamification', 'Exploration', 'Interfaces / Platforms', 'Video Games', 'Functional Food', 'Growth', 'AgTech', 'Supply Chain']",28,Cluster_4,3,0.3333333333333333,-0.3658009286198863,-0.5980406349647192,-1.1280362036950533,"IPO / ICO, Design, Gamification, Engagement / Participation, Smart Collaboration Technology",-12.22641372680664,-7.30546236038208
Itzel Treutel,Functional Medicine|New Hospitals|Artificial Intelligence|Virtual Reality|Community Engagement|Smart Cities|Energy|Mobility / Transport|Blockchain|Investment|Trade|Sharing Economy|Automation / Artificial Intelligence|Uncertainty / Accelerating Change|Human Resources / Universal Employees|Culture / PeopleGeeks|Purpose|Values-Based Leadership|Education|Identity|eSports / Sport|Gamification|Exploration|Interfaces / Platforms|Plant Based|Farming|Lab Grown Food|Vegetarian / Vegan,Established Business,Motor Vehicle Inspector,Jast-Heidenreich,Meet Investors|Understand Government Policy|Explore new ways of working|Other,Culture|Work,,alanis20@example.org,,,https://lorempixel.com/600/600/cats/?97548,Itzel,Treutel,"['Functional Medicine', 'New Hospitals', 'Artificial Intelligence', 'Virtual Reality', 'Community Engagement', 'Smart Cities', 'Energy', 'Mobility / Transport', 'Blockchain', 'Investment', 'Trade', 'Sharing Economy', 'Automation / Artificial Intelligence', 'Uncertainty / Accelerating Change', 'Human Resources / Universal Employees', 'Culture / PeopleGeeks', 'Purpose', 'Values-Based Leadership', 'Education', 'Identity', 'eSports / Sport', 'Gamification', 'Exploration', 'Interfaces / Platforms', 'Plant Based', 'Farming', 'Lab Grown Food', 'Vegetarian / Vegan']",29,Cluster_3,8,0.5,0.7529958192493824,1.0436132338105295,0.2234098726181372,"eSports / Sport, Farming, Automation / Artificial Intelligence, Virtual Reality, Equity",5.173659801483154,13.175339698791504
Colt Dibbert,Alternative Health|Sports Tech|Diagnosis|Personal Data / Electronic Medical Record|Security|Community Engagement|Smart Cities|Mobility / Transport|Venture Capital|Sharing Economy|Cryptocurrency|IPO / ICO|Entrepreneurship|Business Models|Enterprise Technology|Strategy / Leadership|Education|Consumer Behaviour|Identity|Art|Exploration|Personal Development|Interfaces / Platforms|Video Games|Plant Based|AgTech|Farming|Alcohol and other drugs,Other,Plating Operator,"Shanahan, Kovacek and Altenwerth",Meet Startups|Understand Government Policy|Improve my business|Other,Play|Work,,phyllis65@example.net,,,https://lorempixel.com/600/600/cats/?80144,Colt,Dibbert,"['Alternative Health', 'Sports Tech', 'Diagnosis', 'Personal Data / Electronic Medical Record', 'Security', 'Community Engagement', 'Smart Cities', 'Mobility / Transport', 'Venture Capital', 'Sharing Economy', 'Cryptocurrency', 'IPO / ICO', 'Entrepreneurship', 'Business Models', 'Enterprise Technology', 'Strategy / Leadership', 'Education', 'Consumer Behaviour', 'Identity', 'Art', 'Exploration', 'Personal Development', 'Interfaces / Platforms', 'Video Games', 'Plant Based', 'AgTech', 'Farming', 'Alcohol and other drugs']",30,Cluster_6,5,0.4,0.1289988416076614,-0.21818901023377157,0.6027727598604445,"Plant Based, Entrepreneurship, Strategy / Leadership, Smart Cities, Vegetarian / Vegan",-8.319153785705566,8.288933753967285
Modesto Ratke,Peak Performance|Health Tech|Functional Medicine|Diagnosis|Security|Smart Cities|Participation|Policy|Equity|Crowdfunding|Investment|Cryptocurrency|Entrepreneurship|Human Resources / Universal Employees|Gender / Diversity|Strategy / Leadership|Purpose|Education|Social Networks / Influencers|Ethics|eSports / Sport|Gamification|Personal Development|Interfaces / Platforms|Plant Based|AgTech|Supply Chain|Farming,Media,Anesthesiologist,Koch and Sons,Understand Government Policy|Tell My Story|Explore new ways of working|Other,Health|Work,,misael.kuphal@example.net,,,https://lorempixel.com/600/600/cats/?61691,Modesto,Ratke,"['Peak Performance', 'Health Tech', 'Functional Medicine', 'Diagnosis', 'Security', 'Smart Cities', 'Participation', 'Policy', 'Equity', 'Crowdfunding', 'Investment', 'Cryptocurrency', 'Entrepreneurship', 'Human Resources / Universal Employees', 'Gender / Diversity', 'Strategy / Leadership', 'Purpose', 'Education', 'Social Networks / Influencers', 'Ethics', 'eSports / Sport', 'Gamification', 'Personal Development', 'Interfaces / Platforms', 'Plant Based', 'AgTech', 'Supply Chain', 'Farming']",31,Cluster_0,5,0.6,0.8719582066649658,0.6035692776658078,-0.9849967160560722,"Policy, Personal Development, Plant Based, Sustainability, Crowdfunding",-12.204547882080078,8.223711967468262
Christina Beahan,Exercise |Health Tech|Functional Medicine|Internet of Things|Sustainability|Community Engagement|Mobility / Transport|Policy|Investment|Trade|Sharing Economy|Impact Investing|Automation / Artificial Intelligence|Entrepreneurship|Gender / Diversity|Remote Work|Values-Based Leadership|Creative Industries|Ethics|Policy|eSports / Sport|Personal Development|Interfaces / Platforms|Video Games|Functional Food|Distribution|Lab Grown Food|Vegetarian / Vegan,Investor,Grinding Machine Operator,Halvorson Group,Meet Startups|Understand Government Policy|Tell My Story|Improve my business,Cities|Play,,chasity11@example.net,,,https://lorempixel.com/600/600/cats/?50053,Christina,Beahan,"['Exercise ', 'Health Tech', 'Functional Medicine', 'Internet of Things', 'Sustainability', 'Community Engagement', 'Mobility / Transport', 'Policy', 'Investment', 'Trade', 'Sharing Economy', 'Impact Investing', 'Automation / Artificial Intelligence', 'Entrepreneurship', 'Gender / Diversity', 'Remote Work', 'Values-Based Leadership', 'Creative Industries', 'Ethics', 'Policy', 'eSports / Sport', 'Personal Development', 'Interfaces / Platforms', 'Video Games', 'Functional Food', 'Distribution', 'Lab Grown Food', 'Vegetarian / Vegan']",32,Cluster_0,6,0.5,0.7131467191371019,0.4669963483575041,-0.6438677117628627,"Policy, Personal Development, Plant Based, Sustainability, Crowdfunding",-0.3696416914463043,7.55704402923584
Jacinto Turcotte,Alternative Health|Sports Tech|Functional Medicine|Prevention|Infrastructure|Energy|Participation|Policy|Equity|Company Structure|Sharing Economy|Cryptocurrency|Automation / Artificial Intelligence|Gender / Diversity|Culture / PeopleGeeks|Business Models|Social Networks / Influencers|Consumer Behaviour|Policy|Art|Gamification|Engagement / Participation|Personal Development|Interfaces / Platforms|Plant Based|Farming|Optimal Nutrition|Vegetarian / Vegan,Investor,Correctional Officer,Corwin-Hegmann,Meet Investors|Meet Startups|Understand Government Policy|Tell My Story,Cities|Work,,clemmie.bartoletti@example.net,,,https://lorempixel.com/600/600/cats/?96173,Jacinto,Turcotte,"['Alternative Health', 'Sports Tech', 'Functional Medicine', 'Prevention', 'Infrastructure', 'Energy', 'Participation', 'Policy', 'Equity', 'Company Structure', 'Sharing Economy', 'Cryptocurrency', 'Automation / Artificial Intelligence', 'Gender / Diversity', 'Culture / PeopleGeeks', 'Business Models', 'Social Networks / Influencers', 'Consumer Behaviour', 'Policy', 'Art', 'Gamification', 'Engagement / Participation', 'Personal Development', 'Interfaces / Platforms', 'Plant Based', 'Farming', 'Optimal Nutrition', 'Vegetarian / Vegan']",33,Cluster_1,3,0.0,-1.5359725059835523,-1.2857807142378666,1.1844380312939817,"Policy, Cryptocurrency, Engagement / Participation, Business Models, Energy",11.540144920349121,0.9750493764877319
Kaylie Mills,Alternative Health|Cannabis|Diagnosis|Internet of Things|Sustainability|Security|Infrastructure|Policy|Equity|Blockchain|Venture Capital|Investment|Automation / Artificial Intelligence|Uncertainty / Accelerating Change|Skills and Capability Development|Culture / PeopleGeeks|Values-Based Leadership|Education|Creative Industries|Consumer Behaviour|eSports / Sport|Engagement / Participation|Interfaces / Platforms|Video Games|Functional Food|Growth|Vegetarian / Vegan|Alcohol and other drugs,Startup,Instructional Coordinator,Gleason-Cassin,Understand Government Policy|Tell My Story|Improve my business|Other,Cities|Work,,qgleichner@example.org,,,https://lorempixel.com/600/600/cats/?25506,Kaylie,Mills,"['Alternative Health', 'Cannabis', 'Diagnosis', 'Internet of Things', 'Sustainability', 'Security', 'Infrastructure', 'Policy', 'Equity', 'Blockchain', 'Venture Capital', 'Investment', 'Automation / Artificial Intelligence', 'Uncertainty / Accelerating Change', 'Skills and Capability Development', 'Culture / PeopleGeeks', 'Values-Based Leadership', 'Education', 'Creative Industries', 'Consumer Behaviour', 'eSports / Sport', 'Engagement / Participation', 'Interfaces / Platforms', 'Video Games', 'Functional Food', 'Growth', 'Vegetarian / Vegan', 'Alcohol and other drugs']",34,Cluster_3,6,0.3333333333333333,-0.07556982049545226,-0.35708880550759536,0.6024896327134586,"eSports / Sport, Farming, Automation / Artificial Intelligence, Virtual Reality, Equity",4.934617519378662,-12.946011543273926
Rosemary Stehr,Peak Performance|Functional Medicine|Personal Data / Electronic Medical Record|Internet of Things|Governance|Energy|Participation|Policy|Blockchain|Trade|Cryptocurrency|Impact Investing|Gender / Diversity|Culture / PeopleGeeks|Business Models|Augmented Decision Making|Education|Creative Industries|Consumer Behaviour|Design|Gamification|Exploration|Interfaces / Platforms|Video Games|Functional Food|Vitamins|Distribution|Lab Grown Food,Established Business,ccc,Romaguera Inc,Meet Startups|Understand Government Policy|Explore new ways of working|Other,Food|Money,,baylee29@example.com,,,https://lorempixel.com/600/600/cats/?76549,Rosemary,Stehr,"['Peak Performance', 'Functional Medicine', 'Personal Data / Electronic Medical Record', 'Internet of Things', 'Governance', 'Energy', 'Participation', 'Policy', 'Blockchain', 'Trade', 'Cryptocurrency', 'Impact Investing', 'Gender / Diversity', 'Culture / PeopleGeeks', 'Business Models', 'Augmented Decision Making', 'Education', 'Creative Industries', 'Consumer Behaviour', 'Design', 'Gamification', 'Exploration', 'Interfaces / Platforms', 'Video Games', 'Functional Food', 'Vitamins', 'Distribution', 'Lab Grown Food']",35,Cluster_1,4,0.25,-0.2791577231169172,-0.5097130640557429,-0.14044971805287362,"Policy, Cryptocurrency, Engagement / Participation, Business Models, Energy",2.14968204498291,-1.1625322103500366
Rosalee Dickens,Sports Tech|Prevention|New Hospitals|Internet of Things|Security|Community Engagement|Infrastructure|Participation|Company Structure|Investment|IPO / ICO|Impact Investing|Machine Learning|Entrepreneurship|Culture / PeopleGeeks|Business Models|Purpose|Values-Based Leadership|Creative Industries|Identity|Gamification|Personal Development|Interfaces / Platforms|Video Games|AgTech|Supply Chain|Optimal Nutrition|Alcohol and other drugs,Other,Photoengraving Machine Operator,Heidenreich PLC,Meet Startups|Understand Government Policy|Explore new ways of working|Other,Health|Work,,drew14@example.net,,,https://lorempixel.com/600/600/cats/?13304,Rosalee,Dickens,"['Sports Tech', 'Prevention', 'New Hospitals', 'Internet of Things', 'Security', 'Community Engagement', 'Infrastructure', 'Participation', 'Company Structure', 'Investment', 'IPO / ICO', 'Impact Investing', 'Machine Learning', 'Entrepreneurship', 'Culture / PeopleGeeks', 'Business Models', 'Purpose', 'Values-Based Leadership', 'Creative Industries', 'Identity', 'Gamification', 'Personal Development', 'Interfaces / Platforms', 'Video Games', 'AgTech', 'Supply Chain', 'Optimal Nutrition', 'Alcohol and other drugs']",36,Cluster_4,5,0.2,-0.6711018699167848,-0.7857040027930721,0.4482844490595983,"IPO / ICO, Design, Gamification, Engagement / Participation, Smart Collaboration Technology",-7.034148216247559,-2.827265501022339
Alanna Funk,Health Tech|Functional Medicine|Virtual Reality|Internet of Things|Security|Smart Cities|Energy|Participation|Crowdfunding|Investment|Trade|IPO / ICO|Human Resources / Universal Employees|Smart Collaboration Technology|Business Models|Augmented Decision Making|Creative Industries|Consumer Behaviour|Ethics|Design|Gamification|Exploration|Engagement / Participation|Personal Development|Plant Based|Growth|Supply Chain|Vegetarian / Vegan,Other,HR Manager,Crist-Borer,Meet Startups|Improve my business|Explore new ways of working|Other,Food|Work,,ggusikowski@example.org,,,https://lorempixel.com/600/600/cats/?41097,Alanna,Funk,"['Health Tech', 'Functional Medicine', 'Virtual Reality', 'Internet of Things', 'Security', 'Smart Cities', 'Energy', 'Participation', 'Crowdfunding', 'Investment', 'Trade', 'IPO / ICO', 'Human Resources / Universal Employees', 'Smart Collaboration Technology', 'Business Models', 'Augmented Decision Making', 'Creative Industries', 'Consumer Behaviour', 'Ethics', 'Design', 'Gamification', 'Exploration', 'Engagement / Participation', 'Personal Development', 'Plant Based', 'Growth', 'Supply Chain', 'Vegetarian / Vegan']",37,Cluster_4,3,0.0,-1.7935129535938397,-1.4756312698232414,0.8129834790628306,"IPO / ICO, Design, Gamification, Engagement / Participation, Smart Collaboration Technology",-13.719852447509766,-5.541894435882568
Georgiana Jakubowski,Health Tech|Functional Medicine|Personal Data / Electronic Medical Record|Internet of Things|Sustainability|Security|Energy|Policy|Company Structure|Investment|Sharing Economy|Impact Investing|Automation / Artificial Intelligence|Machine Learning|Uncertainty / Accelerating Change|Augmented Decision Making|Purpose|Values-Based Leadership|Policy|Art|eSports / Sport|Gamification|Interfaces / Platforms|Video Games|Functional Food|Vitamins|Plant Based|Lab Grown Food,Media,Purchasing Agent,Keebler-Bahringer,Meet Startups|Tell My Story|Improve my business|Other,Culture|Play,,gward@example.org,,,https://lorempixel.com/600/600/cats/?29856,Georgiana,Jakubowski,"['Health Tech', 'Functional Medicine', 'Personal Data / Electronic Medical Record', 'Internet of Things', 'Sustainability', 'Security', 'Energy', 'Policy', 'Company Structure', 'Investment', 'Sharing Economy', 'Impact Investing', 'Automation / Artificial Intelligence', 'Machine Learning', 'Uncertainty / Accelerating Change', 'Augmented Decision Making', 'Purpose', 'Values-Based Leadership', 'Policy', 'Art', 'eSports / Sport', 'Gamification', 'Interfaces / Platforms', 'Video Games', 'Functional Food', 'Vitamins', 'Plant Based', 'Lab Grown Food']",38,Cluster_6,3,0.3333333333333333,-0.8951519296250524,-0.8922809820508677,-0.0385624983220594,"Plant Based, Entrepreneurship, Strategy / Leadership, Smart Cities, Vegetarian / Vegan",-2.753603219985962,11.194931983947754
Callie Farrell,Cannabis|Peak Performance|New Hospitals|Virtual Reality|Security|Governance|Infrastructure|Policy|Company Structure|Blockchain|Investment|IPO / ICO|Automation / Artificial Intelligence|Uncertainty / Accelerating Change|Gender / Diversity|Remote Work|Education|Creative Industries|Ethics|Design|eSports / Sport|Personal Development|Interfaces / Platforms|Video Games|Vitamins|Growth|Supply Chain|Distribution,Startup,Interviewer,"Predovic, Towne and Waelchi",Understand Government Policy|Tell My Story|Explore new ways of working|Other,Cities|Money,,zoey50@example.org,,,https://lorempixel.com/600/600/cats/?54887,Callie,Farrell,"['Cannabis', 'Peak Performance', 'New Hospitals', 'Virtual Reality', 'Security', 'Governance', 'Infrastructure', 'Policy', 'Company Structure', 'Blockchain', 'Investment', 'IPO / ICO', 'Automation / Artificial Intelligence', 'Uncertainty / Accelerating Change', 'Gender / Diversity', 'Remote Work', 'Education', 'Creative Industries', 'Ethics', 'Design', 'eSports / Sport', 'Personal Development', 'Interfaces / Platforms', 'Video Games', 'Vitamins', 'Growth', 'Supply Chain', 'Distribution']",39,Cluster_3,2,0.5,-0.4939154948647937,-0.6829241854647062,-1.1563327489954116,"eSports / Sport, Farming, Automation / Artificial Intelligence, Virtual Reality, Equity",3.1189663410186768,-11.477025032043457
